COD_VENDEDOR,COD_PRODUTO,QUANTIDADE,DATA,VALOR_TOTAL,COD_LOJA
9,2,7,2023-03-31,358.64272560705894,4
10,1,7,2023-03-31,679.7437241085422,4
10,2,3,2023-03-31,153.70402526016812,4
1,1,8,2023-04-01,776.8499704097625,2
1,2,10,2023-04-01,512.346750867227,2
2,1,9,2023-04-01,873.9562167109827,3
2,2,4,2023-04-01,204.9387003468908,3
3,1,6,2023-04-01,582.6374778073218,4
3,2,4,2023-04-01,204.9387003468908,4
4,1,9,2023-04-01,873.9562167109827,5
4,2,9,2023-04-01,461.1120757805043,5
5,1,1,2023-04-01,97.10624630122031,1
5,2,1,2023-04-01,51.2346750867227,1
6,1,4,2023-04-01,388.42498520488124,2
6,2,1,2023-04-01,51.2346750867227,2
7,1,3,2023-04-01,291.3187389036609,1
7,2,6,2023-04-01,307.40805052033625,1
8,1,6,2023-04-01,582.6374778073218,5
8,2,7,2023-04-01,358.64272560705894,5
9,1,8,2023-04-01,776.8499704097625,4
9,2,10,2023-04-01,512.346750867227,4
10,1,7,2023-04-01,679.7437241085422,4
10,2,1,2023-04-01,51.2346750867227,4
1,1,8,2023-04-02,776.8499704097625,2
1,2,4,2023-04-02,204.9387003468908,2
2,1,4,2023-04-02,388.42498520488124,3
2,2,3,2023-04-02,153.70402526016812,3
3,1,2,2023-04-02,194.21249260244062,4
3,2,5,2023-04-02,256.1733754336135,4
4,1,5,2023-04-02,485.53123150610156,5
4,2,8,2023-04-02,409.8774006937816,5
5,1,2,2023-04-02,194.21249260244062,1
5,2,7,2023-04-02,358.64272560705894,1
6,1,10,2023-04-02,971.0624630122031,2
6,2,10,2023-04-02,512.346750867227,2
7,1,3,2023-04-02,291.3187389036609,1
7,2,6,2023-04-02,307.40805052033625,1
8,1,7,2023-04-02,679.7437241085422,5
8,2,4,2023-04-02,204.9387003468908,5
9,1,4,2023-04-02,388.42498520488124,4
9,2,10,2023-04-02,512.346750867227,4
10,1,3,2023-04-02,291.3187389036609,4
10,2,2,2023-04-02,102.4693501734454,4
1,1,10,2023-04-03,971.0624630122031,2
1,2,1,2023-04-03,51.2346750867227,2
2,1,7,2023-04-03,679.7437241085422,3
2,2,8,2023-04-03,409.8774006937816,3
3,1,5,2023-04-03,485.53123150610156,4
3,2,4,2023-04-03,204.9387003468908,4
4,1,2,2023-04-03,194.21249260244062,5
4,2,8,2023-04-03,409.8774006937816,5
5,1,8,2023-04-03,776.8499704097625,1
5,2,9,2023-04-03,461.1120757805043,1
6,1,10,2023-04-03,971.0624630122031,2
6,2,1,2023-04-03,51.2346750867227,2
7,1,8,2023-04-03,776.8499704097625,1
7,2,9,2023-04-03,461.1120757805043,1
8,1,10,2023-04-03,971.0624630122031,5
8,2,3,2023-04-03,153.70402526016812,5
9,1,8,2023-04-03,776.8499704097625,4
9,2,7,2023-04-03,358.64272560705894,4
10,1,6,2023-04-03,582.6374778073218,4
10,2,10,2023-04-03,512.346750867227,4
1,1,9,2023-04-04,873.9562167109827,2
1,2,7,2023-04-04,358.64272560705894,2
2,1,6,2023-04-04,582.6374778073218,3
2,2,1,2023-04-04,51.2346750867227,3
3,1,2,2023-04-04,194.21249260244062,4
3,2,7,2023-04-04,358.64272560705894,4
4,1,8,2023-04-04,776.8499704097625,5
4,2,7,2023-04-04,358.64272560705894,5
5,1,5,2023-04-04,485.53123150610156,1
5,2,6,2023-04-04,307.40805052033625,1
6,1,4,2023-04-04,388.42498520488124,2
6,2,8,2023-04-04,409.8774006937816,2
7,1,3,2023-04-04,291.3187389036609,1
7,2,8,2023-04-04,409.8774006937816,1
8,1,9,2023-04-04,873.9562167109827,5
8,2,6,2023-04-04,307.40805052033625,5
9,1,8,2023-04-04,776.8499704097625,4
9,2,10,2023-04-04,512.346750867227,4
10,1,8,2023-04-04,776.8499704097625,4
10,2,8,2023-04-04,409.8774006937816,4
1,1,2,2023-04-05,194.21249260244062,2
1,2,9,2023-04-05,461.1120757805043,2
2,1,5,2023-04-05,485.53123150610156,3
2,2,7,2023-04-05,358.64272560705894,3
3,1,2,2023-04-05,194.21249260244062,4
3,2,8,2023-04-05,409.8774006937816,4
4,1,4,2023-04-05,388.42498520488124,5
4,2,8,2023-04-05,409.8774006937816,5
5,1,9,2023-04-05,873.9562167109827,1
5,2,7,2023-04-05,358.64272560705894,1
6,1,9,2023-04-05,873.9562167109827,2
6,2,3,2023-04-05,153.70402526016812,2
7,1,2,2023-04-05,194.21249260244062,1
7,2,6,2023-04-05,307.40805052033625,1
8,1,2,2023-04-05,194.21249260244062,5
8,2,7,2023-04-05,358.64272560705894,5
9,1,10,2023-04-05,971.0624630122031,4
9,2,4,2023-04-05,204.9387003468908,4
10,1,7,2023-04-05,679.7437241085422,4
10,2,8,2023-04-05,409.8774006937816,4
1,1,1,2023-04-06,97.10624630122031,2
1,2,3,2023-04-06,153.70402526016812,2
2,1,10,2023-04-06,971.0624630122031,3
2,2,4,2023-04-06,204.9387003468908,3
3,1,5,2023-04-06,485.53123150610156,4
3,2,1,2023-04-06,51.2346750867227,4
4,1,6,2023-04-06,582.6374778073218,5
4,2,4,2023-04-06,204.9387003468908,5
5,1,7,2023-04-06,679.7437241085422,1
5,2,3,2023-04-06,153.70402526016812,1
6,1,8,2023-04-06,776.8499704097625,2
6,2,1,2023-04-06,51.2346750867227,2
7,1,2,2023-04-06,194.21249260244062,1
7,2,7,2023-04-06,358.64272560705894,1
8,1,2,2023-04-06,194.21249260244062,5
8,2,10,2023-04-06,512.346750867227,5
9,1,2,2023-04-06,194.21249260244062,4
9,2,6,2023-04-06,307.40805052033625,4
10,1,4,2023-04-06,388.42498520488124,4
10,2,5,2023-04-06,256.1733754336135,4
1,1,10,2023-04-07,971.0624630122031,2
1,2,6,2023-04-07,307.40805052033625,2
2,1,4,2023-04-07,388.42498520488124,3
2,2,9,2023-04-07,461.1120757805043,3
3,1,2,2023-04-07,194.21249260244062,4
3,2,3,2023-04-07,153.70402526016812,4
4,1,1,2023-04-07,97.10624630122031,5
4,2,6,2023-04-07,307.40805052033625,5
5,1,7,2023-04-07,679.7437241085422,1
5,2,3,2023-04-07,153.70402526016812,1
6,1,7,2023-04-07,679.7437241085422,2
6,2,10,2023-04-07,512.346750867227,2
7,1,8,2023-04-07,776.8499704097625,1
7,2,9,2023-04-07,461.1120757805043,1
8,1,10,2023-04-07,971.0624630122031,5
8,2,10,2023-04-07,512.346750867227,5
9,1,5,2023-04-07,485.53123150610156,4
9,2,2,2023-04-07,102.4693501734454,4
10,1,5,2023-04-07,485.53123150610156,4
10,2,9,2023-04-07,461.1120757805043,4
1,1,3,2023-04-08,291.3187389036609,2
1,2,10,2023-04-08,512.346750867227,2
2,1,5,2023-04-08,485.53123150610156,3
2,2,6,2023-04-08,307.40805052033625,3
3,1,5,2023-04-08,485.53123150610156,4
3,2,7,2023-04-08,358.64272560705894,4
4,1,2,2023-04-08,194.21249260244062,5
4,2,8,2023-04-08,409.8774006937816,5
5,1,6,2023-04-08,582.6374778073218,1
5,2,6,2023-04-08,307.40805052033625,1
6,1,9,2023-04-08,873.9562167109827,2
6,2,6,2023-04-08,307.40805052033625,2
7,1,10,2023-04-08,971.0624630122031,1
7,2,5,2023-04-08,256.1733754336135,1
8,1,4,2023-04-08,388.42498520488124,5
8,2,5,2023-04-08,256.1733754336135,5
9,1,10,2023-04-08,971.0624630122031,4
9,2,8,2023-04-08,409.8774006937816,4
10,1,9,2023-04-08,873.9562167109827,4
10,2,1,2023-04-08,51.2346750867227,4
1,1,1,2023-04-09,97.10624630122031,2
1,2,8,2023-04-09,409.8774006937816,2
2,1,10,2023-04-09,971.0624630122031,3
2,2,2,2023-04-09,102.4693501734454,3
3,1,1,2023-04-09,97.10624630122031,4
3,2,7,2023-04-09,358.64272560705894,4
4,1,9,2023-04-09,873.9562167109827,5
4,2,1,2023-04-09,51.2346750867227,5
5,1,2,2023-04-09,194.21249260244062,1
5,2,1,2023-04-09,51.2346750867227,1
6,1,8,2023-04-09,776.8499704097625,2
6,2,2,2023-04-09,102.4693501734454,2
7,1,9,2023-04-09,873.9562167109827,1
7,2,10,2023-04-09,512.346750867227,1
8,1,1,2023-04-09,97.10624630122031,5
8,2,9,2023-04-09,461.1120757805043,5
9,1,9,2023-04-09,873.9562167109827,4
9,2,10,2023-04-09,512.346750867227,4
10,1,10,2023-04-09,971.0624630122031,4
10,2,1,2023-04-09,51.2346750867227,4
1,1,5,2023-04-10,485.53123150610156,2
1,2,10,2023-04-10,512.346750867227,2
2,1,3,2023-04-10,291.3187389036609,3
2,2,3,2023-04-10,153.70402526016812,3
3,1,2,2023-04-10,194.21249260244062,4
3,2,8,2023-04-10,409.8774006937816,4
4,1,6,2023-04-10,582.6374778073218,5
4,2,2,2023-04-10,102.4693501734454,5
5,1,7,2023-04-10,679.7437241085422,1
5,2,6,2023-04-10,307.40805052033625,1
6,1,6,2023-04-10,582.6374778073218,2
6,2,6,2023-04-10,307.40805052033625,2
7,1,10,2023-04-10,971.0624630122031,1
7,2,6,2023-04-10,307.40805052033625,1
8,1,4,2023-04-10,388.42498520488124,5
8,2,2,2023-04-10,102.4693501734454,5
9,1,4,2023-04-10,388.42498520488124,4
9,2,9,2023-04-10,461.1120757805043,4
10,1,7,2023-04-10,679.7437241085422,4
10,2,9,2023-04-10,461.1120757805043,4
1,1,7,2023-04-11,679.7437241085422,2
1,2,8,2023-04-11,409.8774006937816,2
2,1,6,2023-04-11,582.6374778073218,3
2,2,8,2023-04-11,409.8774006937816,3
3,1,9,2023-04-11,873.9562167109827,4
3,2,5,2023-04-11,256.1733754336135,4
4,1,3,2023-04-11,291.3187389036609,5
4,2,10,2023-04-11,512.346750867227,5
5,1,10,2023-04-11,971.0624630122031,1
5,2,3,2023-04-11,153.70402526016812,1
6,1,5,2023-04-11,485.53123150610156,2
6,2,10,2023-04-11,512.346750867227,2
7,1,7,2023-04-11,679.7437241085422,1
7,2,1,2023-04-11,51.2346750867227,1
8,1,4,2023-04-11,388.42498520488124,5
8,2,9,2023-04-11,461.1120757805043,5
9,1,5,2023-04-11,485.53123150610156,4
9,2,8,2023-04-11,409.8774006937816,4
10,1,9,2023-04-11,873.9562167109827,4
10,2,10,2023-04-11,512.346750867227,4
1,1,8,2023-04-12,776.8499704097625,2
1,2,9,2023-04-12,461.1120757805043,2
2,1,7,2023-04-12,679.7437241085422,3
2,2,2,2023-04-12,102.4693501734454,3
3,1,7,2023-04-12,679.7437241085422,4
3,2,7,2023-04-12,358.64272560705894,4
4,1,5,2023-04-12,485.53123150610156,5
4,2,3,2023-04-12,153.70402526016812,5
5,1,10,2023-04-12,971.0624630122031,1
5,2,10,2023-04-12,512.346750867227,1
6,1,6,2023-04-12,582.6374778073218,2
6,2,1,2023-04-12,51.2346750867227,2
7,1,6,2023-04-12,582.6374778073218,1
7,2,2,2023-04-12,102.4693501734454,1
8,1,4,2023-04-12,388.42498520488124,5
8,2,8,2023-04-12,409.8774006937816,5
9,1,10,2023-04-12,971.0624630122031,4
9,2,9,2023-04-12,461.1120757805043,4
10,1,10,2023-04-12,971.0624630122031,4
10,2,8,2023-04-12,409.8774006937816,4
1,1,10,2023-04-13,971.0624630122031,2
1,2,8,2023-04-13,409.8774006937816,2
2,1,7,2023-04-13,679.7437241085422,3
2,2,3,2023-04-13,153.70402526016812,3
3,1,4,2023-04-13,388.42498520488124,4
3,2,10,2023-04-13,512.346750867227,4
4,1,1,2023-04-13,97.10624630122031,5
4,2,7,2023-04-13,358.64272560705894,5
5,1,3,2023-04-13,291.3187389036609,1
5,2,5,2023-04-13,256.1733754336135,1
6,1,1,2023-04-13,97.10624630122031,2
6,2,3,2023-04-13,153.70402526016812,2
7,1,5,2023-04-13,485.53123150610156,1
7,2,1,2023-04-13,51.2346750867227,1
8,1,4,2023-04-13,388.42498520488124,5
8,2,2,2023-04-13,102.4693501734454,5
9,1,4,2023-04-13,388.42498520488124,4
9,2,3,2023-04-13,153.70402526016812,4
10,1,5,2023-04-13,485.53123150610156,4
10,2,1,2023-04-13,51.2346750867227,4
1,1,4,2023-04-14,388.42498520488124,2
1,2,1,2023-04-14,51.2346750867227,2
2,1,7,2023-04-14,679.7437241085422,3
2,2,3,2023-04-14,153.70402526016812,3
3,1,1,2023-04-14,97.10624630122031,4
3,2,1,2023-04-14,51.2346750867227,4
4,1,10,2023-04-14,971.0624630122031,5
4,2,6,2023-04-14,307.40805052033625,5
5,1,2,2023-04-14,194.21249260244062,1
5,2,3,2023-04-14,153.70402526016812,1
6,1,10,2023-04-14,971.0624630122031,2
6,2,3,2023-04-14,153.70402526016812,2
7,1,10,2023-04-14,971.0624630122031,1
7,2,7,2023-04-14,358.64272560705894,1
8,1,1,2023-04-14,97.10624630122031,5
8,2,5,2023-04-14,256.1733754336135,5
9,1,4,2023-04-14,388.42498520488124,4
9,2,2,2023-04-14,102.4693501734454,4
10,1,5,2023-04-14,485.53123150610156,4
10,2,1,2023-04-14,51.2346750867227,4
1,1,2,2023-04-15,194.21249260244062,2
1,2,7,2023-04-15,358.64272560705894,2
2,1,4,2023-04-15,388.42498520488124,3
2,2,7,2023-04-15,358.64272560705894,3
3,1,3,2023-04-15,291.3187389036609,4
3,2,9,2023-04-15,461.1120757805043,4
4,1,10,2023-04-15,971.0624630122031,5
4,2,3,2023-04-15,153.70402526016812,5
5,1,2,2023-04-15,194.21249260244062,1
5,2,8,2023-04-15,409.8774006937816,1
6,1,9,2023-04-15,873.9562167109827,2
6,2,4,2023-04-15,204.9387003468908,2
7,1,8,2023-04-15,776.8499704097625,1
7,2,8,2023-04-15,409.8774006937816,1
8,1,9,2023-04-15,873.9562167109827,5
8,2,3,2023-04-15,153.70402526016812,5
9,1,2,2023-04-15,194.21249260244062,4
9,2,8,2023-04-15,409.8774006937816,4
10,1,8,2023-04-15,776.8499704097625,4
10,2,2,2023-04-15,102.4693501734454,4
1,1,7,2023-04-16,679.7437241085422,2
1,2,2,2023-04-16,102.4693501734454,2
2,1,9,2023-04-16,873.9562167109827,3
2,2,1,2023-04-16,51.2346750867227,3
3,1,8,2023-04-16,776.8499704097625,4
3,2,7,2023-04-16,358.64272560705894,4
4,1,4,2023-04-16,388.42498520488124,5
4,2,5,2023-04-16,256.1733754336135,5
5,1,3,2023-04-16,291.3187389036609,1
5,2,6,2023-04-16,307.40805052033625,1
6,1,5,2023-04-16,485.53123150610156,2
6,2,2,2023-04-16,102.4693501734454,2
7,1,4,2023-04-16,388.42498520488124,1
7,2,3,2023-04-16,153.70402526016812,1
8,1,3,2023-04-16,291.3187389036609,5
8,2,3,2023-04-16,153.70402526016812,5
9,1,7,2023-04-16,679.7437241085422,4
9,2,10,2023-04-16,512.346750867227,4
10,1,1,2023-04-16,97.10624630122031,4
10,2,8,2023-04-16,409.8774006937816,4
1,1,8,2023-04-17,776.8499704097625,2
1,2,9,2023-04-17,461.1120757805043,2
2,1,10,2023-04-17,971.0624630122031,3
2,2,5,2023-04-17,256.1733754336135,3
3,1,4,2023-04-17,388.42498520488124,4
3,2,3,2023-04-17,153.70402526016812,4
4,1,7,2023-04-17,679.7437241085422,5
4,2,2,2023-04-17,102.4693501734454,5
5,1,10,2023-04-17,971.0624630122031,1
5,2,8,2023-04-17,409.8774006937816,1
6,1,9,2023-04-17,873.9562167109827,2
6,2,10,2023-04-17,512.346750867227,2
7,1,5,2023-04-17,485.53123150610156,1
7,2,2,2023-04-17,102.4693501734454,1
8,1,2,2023-04-17,194.21249260244062,5
8,2,1,2023-04-17,51.2346750867227,5
9,1,4,2023-04-17,388.42498520488124,4
9,2,9,2023-04-17,461.1120757805043,4
10,1,5,2023-04-17,485.53123150610156,4
10,2,5,2023-04-17,256.1733754336135,4
1,1,10,2023-04-18,971.0624630122031,2
1,2,8,2023-04-18,409.8774006937816,2
2,1,5,2023-04-18,485.53123150610156,3
2,2,2,2023-04-18,102.4693501734454,3
3,1,8,2023-04-18,776.8499704097625,4
3,2,9,2023-04-18,461.1120757805043,4
4,1,7,2023-04-18,679.7437241085422,5
4,2,2,2023-04-18,102.4693501734454,5
5,1,4,2023-04-18,388.42498520488124,1
5,2,5,2023-04-18,256.1733754336135,1
6,1,3,2023-04-18,291.3187389036609,2
6,2,9,2023-04-18,461.1120757805043,2
7,1,3,2023-04-18,291.3187389036609,1
7,2,4,2023-04-18,204.9387003468908,1
8,1,9,2023-04-18,873.9562167109827,5
8,2,3,2023-04-18,153.70402526016812,5
9,1,2,2023-04-18,194.21249260244062,4
9,2,4,2023-04-18,204.9387003468908,4
10,1,8,2023-04-18,776.8499704097625,4
10,2,4,2023-04-18,204.9387003468908,4
1,1,4,2023-04-19,388.42498520488124,2
1,2,8,2023-04-19,409.8774006937816,2
2,1,9,2023-04-19,873.9562167109827,3
2,2,2,2023-04-19,102.4693501734454,3
3,1,4,2023-04-19,388.42498520488124,4
3,2,10,2023-04-19,512.346750867227,4
4,1,4,2023-04-19,388.42498520488124,5
4,2,9,2023-04-19,461.1120757805043,5
5,1,4,2023-04-19,388.42498520488124,1
5,2,1,2023-04-19,51.2346750867227,1
6,1,9,2023-04-19,873.9562167109827,2
6,2,3,2023-04-19,153.70402526016812,2
7,1,4,2023-04-19,388.42498520488124,1
7,2,2,2023-04-19,102.4693501734454,1
8,1,2,2023-04-19,194.21249260244062,5
8,2,6,2023-04-19,307.40805052033625,5
9,1,9,2023-04-19,873.9562167109827,4
9,2,8,2023-04-19,409.8774006937816,4
10,1,7,2023-04-19,679.7437241085422,4
10,2,8,2023-04-19,409.8774006937816,4
1,1,10,2023-04-20,971.0624630122031,2
1,2,8,2023-04-20,409.8774006937816,2
2,1,6,2023-04-20,582.6374778073218,3
2,2,7,2023-04-20,358.64272560705894,3
3,1,3,2023-04-20,291.3187389036609,4
3,2,4,2023-04-20,204.9387003468908,4
4,1,9,2023-04-20,873.9562167109827,5
4,2,7,2023-04-20,358.64272560705894,5
5,1,9,2023-04-20,873.9562167109827,1
5,2,9,2023-04-20,461.1120757805043,1
6,1,7,2023-04-20,679.7437241085422,2
6,2,7,2023-04-20,358.64272560705894,2
7,1,2,2023-04-20,194.21249260244062,1
7,2,10,2023-04-20,512.346750867227,1
8,1,10,2023-04-20,971.0624630122031,5
8,2,4,2023-04-20,204.9387003468908,5
9,1,1,2023-04-20,97.10624630122031,4
9,2,10,2023-04-20,512.346750867227,4
10,1,6,2023-04-20,582.6374778073218,4
10,2,2,2023-04-20,102.4693501734454,4
1,1,3,2023-04-21,291.3187389036609,2
1,2,7,2023-04-21,358.64272560705894,2
2,1,8,2023-04-21,776.8499704097625,3
2,2,7,2023-04-21,358.64272560705894,3
3,1,5,2023-04-21,485.53123150610156,4
3,2,2,2023-04-21,102.4693501734454,4
4,1,6,2023-04-21,582.6374778073218,5
4,2,7,2023-04-21,358.64272560705894,5
5,1,10,2023-04-21,971.0624630122031,1
5,2,1,2023-04-21,51.2346750867227,1
6,1,5,2023-04-21,485.53123150610156,2
6,2,2,2023-04-21,102.4693501734454,2
7,1,7,2023-04-21,679.7437241085422,1
7,2,4,2023-04-21,204.9387003468908,1
8,1,4,2023-04-21,388.42498520488124,5
8,2,7,2023-04-21,358.64272560705894,5
9,1,2,2023-04-21,194.21249260244062,4
9,2,4,2023-04-21,204.9387003468908,4
10,1,9,2023-04-21,873.9562167109827,4
10,2,5,2023-04-21,256.1733754336135,4
1,1,10,2023-04-22,971.0624630122031,2
1,2,3,2023-04-22,153.70402526016812,2
2,1,9,2023-04-22,873.9562167109827,3
2,2,10,2023-04-22,512.346750867227,3
3,1,8,2023-04-22,776.8499704097625,4
3,2,5,2023-04-22,256.1733754336135,4
4,1,4,2023-04-22,388.42498520488124,5
4,2,8,2023-04-22,409.8774006937816,5
5,1,8,2023-04-22,776.8499704097625,1
5,2,3,2023-04-22,153.70402526016812,1
6,1,10,2023-04-22,971.0624630122031,2
6,2,6,2023-04-22,307.40805052033625,2
7,1,6,2023-04-22,582.6374778073218,1
7,2,8,2023-04-22,409.8774006937816,1
8,1,7,2023-04-22,679.7437241085422,5
8,2,1,2023-04-22,51.2346750867227,5
9,1,1,2023-04-22,97.10624630122031,4
9,2,9,2023-04-22,461.1120757805043,4
10,1,8,2023-04-22,776.8499704097625,4
10,2,2,2023-04-22,102.4693501734454,4
1,1,6,2023-04-23,582.6374778073218,2
1,2,7,2023-04-23,358.64272560705894,2
2,1,1,2023-04-23,97.10624630122031,3
2,2,1,2023-04-23,51.2346750867227,3
3,1,7,2023-04-23,679.7437241085422,4
3,2,10,2023-04-23,512.346750867227,4
4,1,2,2023-04-23,194.21249260244062,5
4,2,7,2023-04-23,358.64272560705894,5
5,1,5,2023-04-23,485.53123150610156,1
5,2,4,2023-04-23,204.9387003468908,1
6,1,2,2023-04-23,194.21249260244062,2
6,2,3,2023-04-23,153.70402526016812,2
7,1,4,2023-04-23,388.42498520488124,1
7,2,2,2023-04-23,102.4693501734454,1
8,1,9,2023-04-23,873.9562167109827,5
8,2,2,2023-04-23,102.4693501734454,5
9,1,9,2023-04-23,873.9562167109827,4
9,2,1,2023-04-23,51.2346750867227,4
10,1,9,2023-04-23,873.9562167109827,4
10,2,9,2023-04-23,461.1120757805043,4
1,1,3,2023-04-24,291.3187389036609,2
1,2,6,2023-04-24,307.40805052033625,2
2,1,6,2023-04-24,582.6374778073218,3
2,2,1,2023-04-24,51.2346750867227,3
3,1,2,2023-04-24,194.21249260244062,4
3,2,6,2023-04-24,307.40805052033625,4
4,1,8,2023-04-24,776.8499704097625,5
4,2,5,2023-04-24,256.1733754336135,5
5,1,1,2023-04-24,97.10624630122031,1
5,2,8,2023-04-24,409.8774006937816,1
6,1,9,2023-04-24,873.9562167109827,2
6,2,5,2023-04-24,256.1733754336135,2
7,1,9,2023-04-24,873.9562167109827,1
7,2,7,2023-04-24,358.64272560705894,1
8,1,6,2023-04-24,582.6374778073218,5
8,2,6,2023-04-24,307.40805052033625,5
9,1,6,2023-04-24,582.6374778073218,4
9,2,2,2023-04-24,102.4693501734454,4
10,1,5,2023-04-24,485.53123150610156,4
10,2,7,2023-04-24,358.64272560705894,4
1,1,8,2023-04-25,776.8499704097625,2
1,2,2,2023-04-25,102.4693501734454,2
2,1,2,2023-04-25,194.21249260244062,3
2,2,7,2023-04-25,358.64272560705894,3
3,1,1,2023-04-25,97.10624630122031,4
3,2,7,2023-04-25,358.64272560705894,4
4,1,3,2023-04-25,291.3187389036609,5
4,2,9,2023-04-25,461.1120757805043,5
5,1,4,2023-04-25,388.42498520488124,1
5,2,10,2023-04-25,512.346750867227,1
6,1,8,2023-04-25,776.8499704097625,2
6,2,9,2023-04-25,461.1120757805043,2
7,1,5,2023-04-25,485.53123150610156,1
7,2,8,2023-04-25,409.8774006937816,1
8,1,5,2023-04-25,485.53123150610156,5
8,2,5,2023-04-25,256.1733754336135,5
9,1,7,2023-04-25,679.7437241085422,4
9,2,5,2023-04-25,256.1733754336135,4
10,1,8,2023-04-25,776.8499704097625,4
10,2,6,2023-04-25,307.40805052033625,4
1,1,10,2023-04-26,971.0624630122031,2
1,2,4,2023-04-26,204.9387003468908,2
2,1,6,2023-04-26,582.6374778073218,3
2,2,4,2023-04-26,204.9387003468908,3
3,1,9,2023-04-26,873.9562167109827,4
3,2,5,2023-04-26,256.1733754336135,4
4,1,10,2023-04-26,971.0624630122031,5
4,2,4,2023-04-26,204.9387003468908,5
5,1,10,2023-04-26,971.0624630122031,1
5,2,9,2023-04-26,461.1120757805043,1
6,1,2,2023-04-26,194.21249260244062,2
6,2,4,2023-04-26,204.9387003468908,2
7,1,1,2023-04-26,97.10624630122031,1
7,2,6,2023-04-26,307.40805052033625,1
8,1,8,2023-04-26,776.8499704097625,5
8,2,7,2023-04-26,358.64272560705894,5
9,1,6,2023-04-26,582.6374778073218,4
9,2,2,2023-04-26,102.4693501734454,4
10,1,9,2023-04-26,873.9562167109827,4
10,2,1,2023-04-26,51.2346750867227,4
1,1,6,2023-04-27,582.6374778073218,2
1,2,8,2023-04-27,409.8774006937816,2
2,1,6,2023-04-27,582.6374778073218,3
2,2,9,2023-04-27,461.1120757805043,3
3,1,2,2023-04-27,194.21249260244062,4
3,2,10,2023-04-27,512.346750867227,4
4,1,4,2023-04-27,388.42498520488124,5
4,2,5,2023-04-27,256.1733754336135,5
5,1,3,2023-04-27,291.3187389036609,1
5,2,5,2023-04-27,256.1733754336135,1
6,1,9,2023-04-27,873.9562167109827,2
6,2,3,2023-04-27,153.70402526016812,2
7,1,4,2023-04-27,388.42498520488124,1
7,2,6,2023-04-27,307.40805052033625,1
8,1,3,2023-04-27,291.3187389036609,5
8,2,4,2023-04-27,204.9387003468908,5
9,1,5,2023-04-27,485.53123150610156,4
9,2,6,2023-04-27,307.40805052033625,4
10,1,9,2023-04-27,873.9562167109827,4
10,2,3,2023-04-27,153.70402526016812,4
1,1,7,2023-04-28,679.7437241085422,2
1,2,6,2023-04-28,307.40805052033625,2
2,1,6,2023-04-28,582.6374778073218,3
2,2,8,2023-04-28,409.8774006937816,3
3,1,4,2023-04-28,388.42498520488124,4
3,2,4,2023-04-28,204.9387003468908,4
4,1,8,2023-04-28,776.8499704097625,5
4,2,6,2023-04-28,307.40805052033625,5
5,1,8,2023-04-28,776.8499704097625,1
5,2,7,2023-04-28,358.64272560705894,1
6,1,3,2023-04-28,291.3187389036609,2
6,2,5,2023-04-28,256.1733754336135,2
7,1,1,2023-04-28,97.10624630122031,1
7,2,8,2023-04-28,409.8774006937816,1
8,1,7,2023-04-28,679.7437241085422,5
8,2,6,2023-04-28,307.40805052033625,5
9,1,10,2023-04-28,971.0624630122031,4
9,2,10,2023-04-28,512.346750867227,4
10,1,7,2023-04-28,679.7437241085422,4
10,2,3,2023-04-28,153.70402526016812,4
1,1,9,2023-04-29,873.9562167109827,2
1,2,10,2023-04-29,512.346750867227,2
2,1,5,2023-04-29,485.53123150610156,3
2,2,10,2023-04-29,512.346750867227,3
3,1,3,2023-04-29,291.3187389036609,4
3,2,1,2023-04-29,51.2346750867227,4
4,1,10,2023-04-29,971.0624630122031,5
4,2,5,2023-04-29,256.1733754336135,5
5,1,5,2023-04-29,485.53123150610156,1
5,2,5,2023-04-29,256.1733754336135,1
6,1,4,2023-04-29,388.42498520488124,2
6,2,4,2023-04-29,204.9387003468908,2
7,1,4,2023-04-29,388.42498520488124,1
7,2,9,2023-04-29,461.1120757805043,1
8,1,4,2023-04-29,388.42498520488124,5
8,2,6,2023-04-29,307.40805052033625,5
9,1,5,2023-04-29,485.53123150610156,4
9,2,10,2023-04-29,512.346750867227,4
10,1,2,2023-04-29,194.21249260244062,4
10,2,6,2023-04-29,307.40805052033625,4
1,1,3,2023-04-30,291.3187389036609,2
1,2,7,2023-04-30,358.64272560705894,2
2,1,2,2023-04-30,194.21249260244062,3
2,2,10,2023-04-30,512.346750867227,3
3,1,9,2023-04-30,873.9562167109827,4
3,2,10,2023-04-30,512.346750867227,4
4,1,6,2023-04-30,582.6374778073218,5
4,2,7,2023-04-30,358.64272560705894,5
5,1,10,2023-04-30,971.0624630122031,1
5,2,5,2023-04-30,256.1733754336135,1
6,1,2,2023-04-30,194.21249260244062,2
6,2,4,2023-04-30,204.9387003468908,2
7,1,7,2023-04-30,679.7437241085422,1
7,2,9,2023-04-30,461.1120757805043,1
8,1,4,2023-04-30,388.42498520488124,5
8,2,10,2023-04-30,512.346750867227,5
9,1,10,2023-04-30,971.0624630122031,4
9,2,5,2023-04-30,256.1733754336135,4
10,1,7,2023-04-30,679.7437241085422,4
10,2,8,2023-04-30,409.8774006937816,4
1,1,5,2023-05-01,485.53123150610156,2
1,2,8,2023-05-01,409.8774006937816,2
2,1,1,2023-05-01,97.10624630122031,3
2,2,10,2023-05-01,512.346750867227,3
